map,county_splitting,district_splitting,counties_split,county_splits,splitting
000002500,1.370300,2.325200,45,65,0
000005000,1.350500,2.401100,53,70,2
000007500,1.364900,2.327000,47,63,0
000010000,1.377200,2.256200,42,60,0
000012500,1.350000,2.372500,50,67,2
000015000,1.352400,2.330300,47,60,2
000017500,1.351100,2.356900,49,63,2
000020000,1.388600,2.393500,48,66,0
000022500,1.385600,2.393000,48,67,0
000025000,1.324500,2.289700,45,59,6
000027500,1.385400,2.314900,42,61,0
000030000,1.352700,2.212800,41,57,2
000032500,1.329200,2.282900,45,59,5
000035000,1.340700,2.238800,45,60,4
000037500,1.326500,2.287800,47,63,6
000040000,1.347200,2.287300,45,62,2
000042500,1.352400,2.318900,45,63,2
000045000,1.325600,2.340700,50,65,6
000047500,1.386700,2.403800,49,61,0
000050000,1.323000,2.290300,47,58,6
000052500,1.372200,2.354000,50,61,0
000055000,1.360700,2.292500,45,60,0
000057500,1.369900,2.382700,49,67,0
000060000,1.370000,2.293600,44,61,0
000062500,1.336400,2.266600,46,64,4
000065000,1.358000,2.311700,49,66,1
000067500,1.313200,2.264400,47,60,8
000070000,1.351300,2.277000,45,60,2
000072500,1.353400,2.305700,46,61,2
000075000,1.327100,2.299200,45,60,6
000077500,1.333000,2.297800,46,57,4
000080000,1.351600,2.358600,48,62,2
000082500,1.361500,2.372500,49,67,0
000085000,1.357300,2.313500,45,60,1
000087500,1.346100,2.362300,49,67,2
000090000,1.371000,2.268900,42,60,0
000092500,1.362000,2.301600,46,58,0
000095000,1.381500,2.473500,53,71,0
000097500,1.328900,2.319200,51,69,6
000100000,1.325400,2.240600,43,61,6
000102500,1.330400,2.291600,45,62,5
000105000,1.342700,2.272200,47,60,3
000107500,1.364400,2.272100,46,62,0
000110000,1.348500,2.256000,42,55,2
000112500,1.352800,2.325300,46,65,2
000115000,1.369800,2.344100,44,61,0
000117500,1.376500,2.350000,46,62,0
000120000,1.378700,2.352300,46,60,0
000122500,1.342100,2.268500,44,54,4
000125000,1.371600,2.314500,45,65,0
000127500,1.381800,2.356900,50,66,0
000130000,1.352600,2.334200,47,61,2
000132500,1.373100,2.495500,54,69,0
000135000,1.339800,2.338500,50,65,4
000137500,1.392300,2.345600,46,58,0
000140000,1.342300,2.264200,46,61,4
000142500,1.321000,2.242000,43,57,6
000145000,1.354900,2.338500,48,63,2
000147500,1.336100,2.252500,43,63,4
000150000,1.328300,2.233200,43,56,6
000152500,1.343400,2.339000,46,67,3
000155000,1.360400,2.428500,52,69,0
000157500,1.334000,2.370700,49,67,4
000160000,1.334400,2.200500,42,57,4
000162500,1.353400,2.266900,43,65,2
000165000,1.341600,2.317300,48,62,4
000167500,1.341500,2.300400,47,62,4
000170000,1.377800,2.315200,44,61,0
000172500,1.376900,2.407300,48,66,0
000175000,1.341400,2.276800,47,59,4
000177500,1.345600,2.331100,46,60,3
000180000,1.354700,2.318900,46,59,2
000182500,1.350000,2.245000,43,57,2
000185000,1.370800,2.416900,52,70,0
000187500,1.368500,2.375700,47,63,0
000190000,1.334300,2.290800,46,62,4
000192500,1.387400,2.448400,50,68,0
000195000,1.353800,2.269000,42,59,2
000197500,1.369700,2.373000,50,66,0
000200000,1.358800,2.488400,56,70,1
000202500,1.346500,2.236500,44,55,2
000205000,1.359000,2.217500,43,58,1
000207500,1.370800,2.387400,50,64,0
000210000,1.349300,2.224800,42,56,2
000212500,1.348900,2.219400,41,52,2
000215000,1.354600,2.417300,51,68,2
000217500,1.344800,2.309400,47,58,3
000220000,1.339500,2.263300,43,57,4
000222500,1.377500,2.359400,46,63,0
000225000,1.346500,2.411900,51,66,2
000227500,1.379000,2.336200,46,65,0
000230000,1.314300,2.232000,44,55,8
000232500,1.347300,2.335900,48,61,2
000235000,1.359800,2.291500,45,63,0
000237500,1.350600,2.185200,41,57,2
000240000,1.380400,2.313100,44,65,0
000242500,1.363000,2.351600,47,65,0
000245000,1.311800,2.261000,48,60,8
000247500,1.380400,2.364100,49,65,0
000250000,1.361900,2.284600,48,63,0
000252500,1.348900,2.310300,48,65,2
000255000,1.323900,2.287600,47,62,6
000257500,1.381600,2.379800,48,70,0
000260000,1.365900,2.330200,47,62,0
000262500,1.361000,2.340100,45,63,0
000265000,1.326700,2.297600,46,62,6
000267500,1.401500,2.351100,44,59,0
000270000,1.344700,2.358000,47,59,3
000272500,1.339500,2.239300,42,60,4
000275000,1.343800,2.328900,47,62,3
000277500,1.339100,2.379300,51,63,4
000280000,1.376400,2.450300,54,71,0
000282500,1.329500,2.357400,50,62,5
000285000,1.348700,2.307700,45,65,2
000287500,1.341800,2.441200,54,68,4
000290000,1.343600,2.293600,48,64,3
000292500,1.330000,2.285600,45,57,5
000295000,1.358000,2.334600,46,61,1
000297500,1.348400,2.326600,48,65,2
000300000,1.360400,2.338300,47,62,0
000302500,1.353000,2.304800,45,61,2
000305000,1.352100,2.394400,50,67,2
000307500,1.370600,2.432800,51,71,0
000310000,1.357900,2.338700,46,65,1
000312500,1.350800,2.419400,53,66,2
000315000,1.376500,2.405400,49,61,0
000317500,1.356800,2.365900,48,64,1
000320000,1.331900,2.298900,45,59,5
000322500,1.336100,2.282900,45,60,4
000325000,1.351100,2.424200,53,65,2
000327500,1.325400,2.277900,46,56,6
000330000,1.352200,2.357100,49,63,2
000332500,1.376000,2.404300,48,69,0
000335000,1.397600,2.516500,54,72,0
000337500,1.330700,2.320800,49,64,5
000340000,1.356700,2.342700,48,61,1
000342500,1.361100,2.340200,48,67,0
000345000,1.332400,2.218700,41,58,5
000347500,1.345500,2.328900,49,61,3
000350000,1.320400,2.133800,42,58,6
000352500,1.365900,2.378400,50,64,0
000355000,1.373900,2.339700,45,59,0
000357500,1.340700,2.287100,47,60,4
000360000,1.354500,2.330000,48,65,2
000362500,1.306700,2.378300,52,67,8
000365000,1.331400,2.244200,44,61,5
000367500,1.336000,2.351300,50,65,4
000370000,1.374400,2.390200,48,65,0
000372500,1.326400,2.270100,43,58,6
000375000,1.343800,2.337900,49,64,3
000377500,1.354800,2.398200,52,69,2
000380000,1.364000,2.279900,43,61,0
000382500,1.379100,2.421300,47,64,0
000385000,1.380000,2.406000,51,67,0
000387500,1.371700,2.389500,50,66,0
000390000,1.319300,2.318900,49,61,6
000392500,1.366300,2.327500,44,60,0
000395000,1.382900,2.367000,49,66,0
000397500,1.378900,2.350800,50,64,0
000400000,1.372700,2.425900,52,66,0
000402500,1.357200,2.312700,46,61,1
000405000,1.330800,2.243200,42,59,5
000407500,1.352300,2.477800,53,70,2
000410000,1.347100,2.297800,46,61,2
000412500,1.325700,2.265800,46,58,6
000415000,1.363800,2.350200,46,65,0
000417500,1.363000,2.249100,40,60,0
000420000,1.338600,2.319000,48,60,4
000422500,1.359700,2.362600,47,61,0
000425000,1.340500,2.378300,52,65,4
000427500,1.321100,2.283200,47,61,6
000430000,1.336800,2.327400,49,63,4
000432500,1.321200,2.273500,47,60,6
000435000,1.342200,2.244000,44,58,4
000437500,1.379600,2.422500,49,68,0
000440000,1.327000,2.132600,38,53,6
000442500,1.339600,2.234400,44,55,4
000445000,1.359400,2.278400,43,58,1
000447500,1.373500,2.436500,51,65,0
000450000,1.365000,2.401400,49,64,0
000452500,1.389000,2.366200,45,66,0
000455000,1.352800,2.397400,50,69,2
000457500,1.345900,2.323000,48,64,3
000460000,1.364300,2.304100,44,60,0
000462500,1.362400,2.267300,42,59,0
000465000,1.365300,2.285300,44,61,0
000467500,1.323600,2.240400,44,59,6
000470000,1.333000,2.306400,49,65,4
000472500,1.356700,2.347700,48,65,1
000475000,1.362600,2.365900,48,62,0
000477500,1.312100,2.264400,45,60,8
000480000,1.334400,2.223600,43,61,4
000482500,1.381900,2.315800,45,64,0
000485000,1.333200,2.220200,42,52,4
000487500,1.349400,2.354500,49,62,2
000490000,1.357200,2.361200,48,61,1
000492500,1.362300,2.463000,56,72,0
000495000,1.372600,2.439100,51,69,0
000497500,1.360000,2.338900,46,61,0
000500000,1.373600,2.357600,48,65,0
000502500,1.350200,2.295400,47,63,2
000505000,1.359500,2.264700,42,58,0
000507500,1.315000,2.315200,49,62,8
000510000,1.359100,2.343700,46,66,1
000512500,1.380900,2.426500,49,65,0
000515000,1.397800,2.369400,46,63,0
000517500,1.325100,2.220500,43,58,6
000520000,1.360700,2.244700,41,58,0
000522500,1.343000,2.340400,48,65,3
000525000,1.359000,2.290400,47,62,1
000527500,1.360800,2.299500,43,57,0
000530000,1.359700,2.325500,46,63,0
000532500,1.342500,2.265600,46,62,4
000535000,1.375700,2.393600,48,66,0
000537500,1.357900,2.372000,49,64,1
000540000,1.373600,2.408900,49,67,0
000542500,1.326000,2.298300,48,60,6
000545000,1.349000,2.394100,51,68,2
000547500,1.376700,2.331000,45,64,0
000550000,1.341500,2.339700,50,66,4
000552500,1.333500,2.264200,44,59,4
000555000,1.355200,2.318700,48,65,2
000557500,1.370300,2.331700,47,66,0
000560000,1.365300,2.317900,45,60,0
000562500,1.356500,2.400600,49,62,1
000565000,1.401400,2.405400,49,68,0
000567500,1.340700,2.283600,45,58,4
000570000,1.349800,2.243800,41,60,2
000572500,1.363900,2.342700,46,63,0
000575000,1.352900,2.348900,46,63,2
000577500,1.340900,2.287500,46,63,4
000580000,1.302300,2.229500,43,58,9
000582500,1.389100,2.415100,50,68,0
000585000,1.345300,2.274800,47,66,3
000587500,1.376300,2.342600,46,61,0
000590000,1.334500,2.308800,47,62,4
000592500,1.358300,2.353000,51,64,1
000595000,1.369600,2.329200,49,63,0
000597500,1.333000,2.298500,46,58,4
000600000,1.392500,2.405300,48,65,0
000602500,1.385100,2.473200,55,71,0
000605000,1.352900,2.238900,42,59,2
000607500,1.335000,2.325500,49,63,4
000610000,1.338500,2.255500,44,57,4
000612500,1.386000,2.397900,48,63,0
000615000,1.367900,2.372300,46,60,0
000617500,1.352000,2.234000,42,55,2
000620000,1.341300,2.268500,44,59,4
000622500,1.386100,2.392200,47,62,0
000625000,1.330200,2.304100,49,65,5
000627500,1.381900,2.429600,53,70,0
000630000,1.335700,2.226300,44,60,4
000632500,1.335400,2.252900,46,60,4
000635000,1.356000,2.327700,48,63,2
000637500,1.289000,2.193900,45,56,11
000640000,1.345200,2.336400,50,62,3
000642500,1.367100,2.343000,46,63,0
000645000,1.376900,2.447900,52,63,0
000647500,1.364800,2.276200,43,58,0
000650000,1.348400,2.425900,52,63,2
000652500,1.313400,2.275200,46,65,8
000655000,1.310700,2.290200,50,64,8
000657500,1.317600,2.243600,45,60,7
000660000,1.351000,2.328800,45,63,2
000662500,1.382900,2.374100,48,60,0
000665000,1.349400,2.383700,52,66,2
000667500,1.375700,2.418200,49,68,0
000670000,1.379800,2.419800,49,67,0
000672500,1.324900,2.330700,50,64,6
000675000,1.313600,2.257300,47,59,8
000677500,1.342200,2.428200,54,66,4
000680000,1.376400,2.381200,48,63,0
000682500,1.375200,2.377800,47,65,0
000685000,1.338400,2.386400,50,65,4
000687500,1.362200,2.395600,48,71,0
000690000,1.351200,2.354600,48,61,2
000692500,1.402400,2.406800,49,67,0
000695000,1.322500,2.181400,41,55,6
000697500,1.377800,2.367700,47,71,0
000700000,1.361800,2.312600,45,59,0
000702500,1.392600,2.410600,49,67,0
000705000,1.355700,2.360900,46,64,2
000707500,1.350700,2.336800,48,63,2
000710000,1.344700,2.279300,43,59,3
000712500,1.362000,2.413500,51,63,0
000715000,1.387600,2.372300,48,65,0
000717500,1.387700,2.395700,49,64,0
000720000,1.354900,2.265500,44,61,2
000722500,1.341900,2.336100,46,64,4
000725000,1.373900,2.303600,45,62,0
000727500,1.371200,2.318700,45,60,0
000730000,1.309500,2.258700,46,59,8
000732500,1.360900,2.310900,46,62,0
000735000,1.341900,2.443900,55,68,4
000737500,1.333400,2.297100,47,65,4
000740000,1.341200,2.290500,45,65,4
000742500,1.352300,2.391500,51,66,2
000745000,1.338000,2.268500,44,59,4
000747500,1.344600,2.330000,46,63,3
000750000,1.307900,2.275400,48,62,8
000752500,1.359500,2.477700,55,70,0
000755000,1.348900,2.307500,46,60,2
000757500,1.390900,2.362300,49,67,0
000760000,1.347300,2.281000,47,59,2
000762500,1.339200,2.355100,51,67,4
000765000,1.360200,2.345300,47,65,0
000767500,1.346800,2.303600,49,60,2
000770000,1.333200,2.389700,51,64,4
000772500,1.327200,2.234100,44,54,6
000775000,1.332500,2.271300,47,60,4
000777500,1.323800,2.218700,43,59,6
000780000,1.350200,2.275900,46,60,2
000782500,1.358200,2.361200,49,66,1
000785000,1.374400,2.405800,50,65,0
000787500,1.379200,2.429500,52,69,0
000790000,1.377300,2.339000,45,64,0
000792500,1.377600,2.379200,49,65,0
000795000,1.338800,2.330700,46,62,4
000797500,1.332100,2.268900,46,64,5
000800000,1.315900,2.311100,48,62,7
000802500,1.380700,2.421700,50,67,0
000805000,1.349400,2.284900,45,59,2
000807500,1.372200,2.358200,48,63,0
000810000,1.391500,2.395600,47,63,0
000812500,1.295400,2.297100,47,64,10
000815000,1.330900,2.290800,48,60,5
000817500,1.357600,2.368700,51,68,1
000820000,1.371800,2.288100,43,58,0
000822500,1.364000,2.318600,43,59,0
000825000,1.323800,2.284400,46,60,6
000827500,1.340400,2.297900,44,64,4
000830000,1.392500,2.373100,45,65,0
000832500,1.374000,2.372100,49,68,0
000835000,1.365500,2.321900,48,63,0
000837500,1.318600,2.233400,44,58,7
000840000,1.324000,2.257100,43,62,6
000842500,1.364300,2.387000,47,63,0
000845000,1.330100,2.263700,47,61,5
000847500,1.344600,2.211900,39,55,3
000850000,1.334700,2.387600,52,69,4
000852500,1.343400,2.336700,48,61,3
000855000,1.359800,2.424300,51,66,0
000857500,1.367900,2.371600,46,62,0
000860000,1.362600,2.446500,52,69,0
000862500,1.324500,2.252700,44,57,6
000865000,1.348600,2.339300,46,60,2
000867500,1.354900,2.361400,51,64,2
000870000,1.320500,2.334900,48,59,6
000872500,1.371100,2.249100,43,57,0
000875000,1.356300,2.370700,50,65,1
000877500,1.319700,2.382000,51,62,6
000880000,1.323900,2.390200,51,68,6
000882500,1.364900,2.390600,48,66,0
000885000,1.358300,2.373800,50,65,1
000887500,1.359100,2.231000,40,58,1
000890000,1.302300,2.245100,46,61,9
000892500,1.369700,2.306000,43,61,0
000895000,1.396800,2.407700,48,66,0
000897500,1.366500,2.464900,52,73,0
000900000,1.392800,2.421700,48,66,0
000902500,1.342400,2.291300,49,64,4
000905000,1.342100,2.268700,44,59,4
000907500,1.362900,2.268100,43,56,0
000910000,1.351100,2.312700,48,62,2
000912500,1.388700,2.467300,52,66,0
000915000,1.356100,2.405100,53,67,2
000917500,1.374300,2.448600,50,68,0
000920000,1.348300,2.224000,41,55,2
000922500,1.377500,2.343600,46,63,0
000925000,1.319200,2.271200,44,58,6
000927500,1.339400,2.308900,51,64,4
000930000,1.315000,2.228800,45,55,8
000932500,1.382200,2.422000,51,70,0
000935000,1.334700,2.212400,41,60,4
000937500,1.380300,2.369800,49,65,0
000940000,1.356100,2.317400,44,58,2
000942500,1.350400,2.255800,44,59,2
000945000,1.328800,2.294400,46,60,6
000947500,1.354600,2.261600,45,63,2
000950000,1.342200,2.202400,41,58,4
000952500,1.322000,2.203300,45,59,6
000955000,1.360400,2.329800,46,59,0
000957500,1.386100,2.380100,47,65,0
000960000,1.341500,2.370400,51,63,4
000962500,1.313500,2.293700,47,59,8
000965000,1.335300,2.365300,51,64,4
000967500,1.328500,2.368800,53,64,6
000970000,1.353300,2.366000,47,62,2
000972500,1.358400,2.350300,49,63,1
000975000,1.369800,2.435900,52,68,0
000977500,1.353400,2.404600,49,65,2
000980000,1.345000,2.287800,44,60,3
000982500,1.333100,2.360000,51,63,4
000985000,1.336400,2.276700,45,64,4
000987500,1.383500,2.388900,49,65,0
000990000,1.347200,2.346200,48,62,2
000992500,1.379600,2.338500,46,61,0
000995000,1.346900,2.301400,46,59,2
000997500,1.352000,2.314600,47,63,2
001000000,1.340400,2.284200,47,62,4
001002500,1.366700,2.385300,50,66,0
001005000,1.340200,2.280100,44,59,4
001007500,1.377000,2.349400,46,61,0
001010000,1.370100,2.426500,50,68,0
001012500,1.329700,2.369900,53,65,5
001015000,1.361300,2.325000,48,67,0
001017500,1.373100,2.384200,47,62,0
001020000,1.358200,2.286600,47,63,1
001022500,1.379400,2.360400,48,65,0
001025000,1.367200,2.382300,50,66,0
001027500,1.325800,2.257900,45,60,6
001030000,1.317500,2.297100,47,62,7
001032500,1.356200,2.352600,46,60,1
001035000,1.358100,2.338200,47,61,1
001037500,1.342200,2.419000,52,66,4
001040000,1.333400,2.184700,41,55,4
001042500,1.352800,2.339000,47,63,2
001045000,1.356500,2.391200,50,65,1
001047500,1.388800,2.384600,47,64,0
001050000,1.352200,2.367600,52,67,2
001052500,1.337600,2.272500,47,62,4
001055000,1.356900,2.285300,43,57,1
001057500,1.347900,2.216400,44,63,2
001060000,1.380600,2.430700,52,69,0
001062500,1.371900,2.340000,46,61,0
001065000,1.363200,2.365200,51,66,0
001067500,1.361100,2.350100,47,62,0
001070000,1.372600,2.458700,55,70,0
001072500,1.314400,2.326900,52,65,8
001075000,1.327300,2.281100,48,60,6
001077500,1.335500,2.240600,44,61,4
001080000,1.357600,2.341000,49,64,1
001082500,1.356300,2.354600,46,58,1
001085000,1.343800,2.255300,44,56,3
001087500,1.354400,2.348100,49,65,2
001090000,1.354600,2.311200,46,61,2
001092500,1.365100,2.329600,48,65,0
001095000,1.313300,2.346600,50,63,8
001097500,1.356100,2.341600,49,64,2
001100000,1.329600,2.246700,44,55,5
001102500,1.339700,2.207600,40,56,4
001105000,1.385200,2.335100,46,60,0
001107500,1.347300,2.207000,41,53,2
001110000,1.343700,2.342100,46,61,3
001112500,1.369300,2.283100,45,61,0
001115000,1.340600,2.292500,45,59,4
001117500,1.373000,2.443200,52,68,0
001120000,1.355800,2.267200,45,60,2
001122500,1.341600,2.268400,45,58,4
001125000,1.367800,2.484700,52,71,0
001127500,1.355600,2.452300,54,68,2
001130000,1.327400,2.325800,51,65,6
001132500,1.338700,2.240900,44,58,4
001135000,1.361800,2.325200,46,65,0
001137500,1.349100,2.297400,45,60,2
001140000,1.346200,2.353600,49,60,2
001142500,1.319200,2.275300,46,58,6
001145000,1.387500,2.448300,51,69,0
001147500,1.330000,2.301100,47,59,5
001150000,1.353000,2.236600,42,59,2
001152500,1.353800,2.266700,48,64,2
001155000,1.338000,2.234400,43,58,4
001157500,1.351100,2.310800,47,65,2
001160000,1.333400,2.308900,46,61,4
001162500,1.390400,2.464000,53,68,0
001165000,1.340200,2.178300,39,54,4
001167500,1.384600,2.394300,48,67,0
001170000,1.344900,2.157100,41,57,3
001172500,1.339800,2.333100,47,67,4
001175000,1.372300,2.359700,49,68,0
001177500,1.350200,2.363200,48,62,2
001180000,1.344700,2.395900,50,68,3
001182500,1.384200,2.361300,47,64,0
001185000,1.326900,2.355900,50,64,6
001187500,1.369000,2.414400,53,70,0
001190000,1.381100,2.366800,47,66,0
001192500,1.391400,2.398600,50,68,0
001195000,1.374900,2.259200,43,59,0
001197500,1.327100,2.201200,44,55,6
001200000,1.354600,2.356900,50,64,2
001202500,1.314700,2.202100,40,57,8
001205000,1.306900,2.306200,49,59,8
001207500,1.375400,2.493000,57,71,0
001210000,1.337500,2.259400,44,57,4
001212500,1.347900,2.253800,46,56,2
001215000,1.317100,2.324900,47,61,7
001217500,1.375800,2.483900,52,70,0
001220000,1.352900,2.329000,48,63,2
001222500,1.322500,2.329600,49,61,6
001225000,1.342300,2.368400,51,66,4
001227500,1.362900,2.336800,48,66,0
001230000,1.344800,2.327500,46,60,3
001232500,1.332400,2.371000,50,66,5
001235000,1.335400,2.270600,46,56,4
001237500,1.334500,2.236900,44,59,4
001240000,1.350700,2.352800,49,65,2
001242500,1.338400,2.288200,45,61,4
001245000,1.335500,2.316300,50,65,4
