name,pr_deviation,estimated_seats,fptp_seats,disproportionality,efficiency_gap,efficiency_gap_FPTP,seats_bias,votes_bias,geometric_seats_bias,declination,mean_median_statewide,mean_median_average_district,turnout_bias,lopsided_outcomes,competitive_district_count,competitive_districts,average_margin,responsiveness,responsive_districts,overall_responsiveness,estimated_vote_pct,efficiency_gap_wasted_votes,proportionality,competitiveness,opportunity_districts,proportional_opportunities,coalition_districts,proportional_coalitions,minority,mmd_black,mmd_hispanic,mmd_coalition,reock,polsby_popper,cut_score,population_compactness,compactness,population_deviation,county_splitting,district_splitting,counties_split,county_splits,splitting
LA20C_I000K01N06_vtd_assignments.csv,0.262700,0.424100,0,0.320100,0.210900,0.281600,-0.030700,-0.005300,-0.012600,,-0.012400,-0.013300,0.000900,,1,1.168900,0.110100,2.060800,1.168900,3.930600,0.390800,0.281600,23,26,2.097900,2,4.897600,3,100,0,0,0,0.391200,0.225500,398,1557029.480400,44,0.004100,1.171500,2.209300,21,24,27
LA20C_I001K01N06_vtd_assignments.csv,0.262800,0.423500,0,0.320200,0.211000,0.281600,-0.029800,-0.005100,-0.012800,,-0.012300,-0.013200,0.000900,,1,1.166600,0.110100,2.055700,1.166600,3.931500,0.390800,0.281600,23,26,2.091700,2,4.901000,3,100,0,0,0,0.395100,0.231400,403,1557036.076600,46,0.002200,1.172800,2.212300,21,25,26
LA20C_I002K01N06_vtd_assignments.csv,0.187300,0.876100,1,0.244800,0.135500,0.114900,0.028700,0.005000,-0.049300,,0.007900,0.007200,0.000700,,1,0.707700,0.122900,1.262400,0.707700,3.240800,0.390800,0.119600,61,16,2.004800,2,4.764000,3,100,0,0,0,0.458900,0.269200,384,1557606.357200,63,0.002300,1.201900,2.361000,23,27,22
LA20C_I003K01N06_vtd_assignments.csv,0.259700,0.442100,0,0.317100,0.207900,0.281600,0.027000,0.004200,-0.030200,,0.011800,0.012200,-0.000500,,1,1.099100,0.108800,1.836200,1.099100,3.903100,0.390800,0.281600,25,24,1.424700,2,5.401700,3,86,0,0,0,0.423300,0.229200,379,1838964.319800,50,0.003500,1.141500,2.113300,22,24,31
LA20C_I004K01N06_vtd_assignments.csv,0.288800,0.267100,0,0.346300,0.237000,0.281600,-0.038300,-0.006200,-0.005200,,-0.006700,-0.006600,-0.000100,,2,0.936900,0.109100,1.851800,0.936900,4.170100,0.390800,0.281600,10,21,1.560800,2,5.121600,3,89,0,0,0,0.370200,0.210000,392,1436157.599900,38,0.001700,1.151900,2.126700,22,24,30
LA20C_I005K01N06_vtd_assignments.csv,0.250700,0.495900,0,0.308100,0.198900,0.281600,-0.011600,-0.001800,-0.024200,,-0.002400,-0.002300,-0.000100,,1,1.099100,0.109100,1.796000,1.099100,3.821000,0.390800,0.281600,29,24,1.764900,2,5.106000,3,94,0,0,0,0.381000,0.216100,399,1433512.978900,40,0.000800,1.142300,2.162400,24,25,31
LA20C_I006K01N06_vtd_assignments.csv,0.288800,0.267100,0,0.346300,0.237000,0.281600,-0.038400,-0.006200,-0.005200,,-0.006700,-0.006600,-0.000100,,2,0.936900,0.109100,1.851900,0.936900,4.170100,0.390800,0.281600,10,21,1.561300,2,5.121000,3,89,0,0,0,0.369500,0.214400,390,1436205.548800,38,0.001800,1.154200,2.173000,23,25,30
LA20C_I007K01N06_vtd_assignments.csv,0.262800,0.423500,0,0.320200,0.211000,0.281600,-0.029800,-0.005100,-0.012800,,-0.012300,-0.013200,0.000900,,1,1.166600,0.110100,2.055700,1.166600,3.931500,0.390800,0.281600,23,26,2.091700,2,4.901000,3,100,0,0,0,0.395100,0.231400,403,1557036.076600,46,0.002200,1.172800,2.212300,21,25,26
LA20C_I008K01N06_vtd_assignments.csv,0.275000,0.350300,0,0.332400,0.223200,0.281600,-0.029300,-0.004700,-0.012100,,-0.006600,-0.006600,-0.000100,,1,1.037300,0.109200,1.864800,1.037300,4.043300,0.390800,0.281600,17,23,1.708200,2,5.115500,3,92,0,0,0,0.379000,0.214100,385,1431414.404000,40,0.001700,1.142400,2.113500,23,23,31
LA20C_I009K01N06_vtd_assignments.csv,0.259400,0.443500,0,0.316900,0.207600,0.281600,0.022500,0.003500,-0.029900,,0.006200,0.006800,-0.000700,,1,1.104700,0.108600,1.851300,1.104700,3.900900,0.390800,0.281600,25,25,1.490700,2,5.342400,3,88,0,0,0,0.414400,0.238400,381,1842506.757800,50,0.002400,1.151100,2.154700,22,24,30
LA20C_I010K01N06_vtd_assignments.csv,0.256800,0.459200,0,0.314200,0.205000,0.281600,0.017900,0.003000,-0.030200,,0.002100,0.002700,-0.000700,,1,1.138500,0.108600,1.922400,1.138500,3.877100,0.390800,0.281600,26,25,1.499500,2,5.331100,3,88,0,0,0,0.422300,0.247100,360,1846256.779800,53,0.002200,1.161700,2.084400,21,24,28
LA20C_I011K01N06_vtd_assignments.csv,0.185600,0.886400,1,0.243000,0.133800,0.114900,0.031900,0.005400,-0.050000,,0.009200,0.008600,0.000700,,1,0.645800,0.123800,1.164200,0.645800,3.225200,0.390800,0.119400,62,14,2.021000,2,4.784200,3,100,0,0,0,0.460900,0.268400,383,1557906.549300,63,0.000700,1.202900,2.364000,23,27,22
LA20C_I012K01N06_vtd_assignments.csv,0.185300,0.888100,1,0.242800,0.133500,0.114900,0.033300,0.005700,-0.050400,,0.010100,0.009400,0.000700,,1,0.652000,0.123800,1.175600,0.652000,3.222600,0.390800,0.119400,62,14,2.008200,2,4.786500,3,100,0,0,0,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I013K01N06_vtd_assignments.csv,0.262800,0.423500,0,0.320200,0.211000,0.281600,-0.029800,-0.005100,-0.012800,,-0.012300,-0.013200,0.000900,,1,1.166600,0.110100,2.055700,1.166600,3.931500,0.390800,0.281600,23,26,2.091700,2,4.901000,3,100,0,0,0,0.395100,0.231400,403,1557036.076600,46,0.002200,1.172800,2.212300,21,25,26
LA20C_I014K01N06_vtd_assignments.csv,0.185300,0.888100,1,0.242800,0.133500,0.114900,0.033300,0.005700,-0.050400,,0.010100,0.009400,0.000700,,1,0.652000,0.123800,1.175600,0.652000,3.222600,0.390800,0.119400,62,14,2.008200,2,4.786500,3,100,0,0,0,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I015K01N06_vtd_assignments.csv,0.185300,0.888100,1,0.242800,0.133500,0.114900,0.033300,0.005700,-0.050400,,0.010100,0.009400,0.000700,,1,0.652000,0.123800,1.175600,0.652000,3.222600,0.390800,0.119400,62,14,2.008200,2,4.786500,3,100,0,0,0,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I016K01N06_vtd_assignments.csv,0.262800,0.423500,0,0.320200,0.211000,0.281600,-0.029800,-0.005100,-0.012800,,-0.012300,-0.013200,0.000900,,1,1.166600,0.110100,2.055700,1.166600,3.931500,0.390800,0.281600,23,26,2.091700,2,4.901000,3,100,0,0,0,0.395100,0.231400,403,1557036.076600,46,0.002200,1.172800,2.212300,21,25,26
LA20C_I017K01N06_vtd_assignments.csv,0.185800,0.885400,1,0.243200,0.134000,0.114900,0.028900,0.005000,-0.049400,,0.007600,0.007000,0.000600,,1,0.658100,0.123600,1.186900,0.658100,3.226700,0.390800,0.119500,62,15,2.035100,2,4.765200,3,100,0,0,0,0.446000,0.262600,393,1560169.572700,60,0.003200,1.202600,2.366200,23,27,22
LA20C_I018K01N06_vtd_assignments.csv,0.286500,0.281200,0,0.343900,0.234700,0.281600,-0.002000,-0.000400,-0.015500,,0.000700,0.001400,-0.000700,,2,0.985200,0.108500,1.939200,0.985200,4.148600,0.390800,0.281600,11,22,1.275500,2,5.337400,3,82,0,0,0,0.391000,0.226100,403,1852872.367200,44,0.003700,1.183000,2.237100,23,27,25
LA20C_I019K01N06_vtd_assignments.csv,0.262800,0.423500,0,0.320200,0.211000,0.281600,-0.029800,-0.005100,-0.012800,,-0.012300,-0.013200,0.000900,,1,1.166600,0.110100,2.055700,1.166600,3.931500,0.390800,0.281600,23,26,2.091700,2,4.901000,3,100,0,0,0,0.395100,0.231400,403,1557036.076600,46,0.002200,1.172800,2.212300,21,25,26
LA20C_I020K01N06_vtd_assignments.csv,0.185300,0.888100,1,0.242800,0.133500,0.114900,0.033300,0.005700,-0.050400,,0.010100,0.009400,0.000700,,1,0.652000,0.123800,1.175600,0.652000,3.222600,0.390800,0.119400,62,14,2.008200,2,4.786500,3,100,0,0,0,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I021K01N06_vtd_assignments.csv,0.279500,0.323000,0,0.336900,0.227700,0.281600,-0.042500,-0.007700,-0.004100,,-0.014100,-0.014900,0.000800,,1,1.105000,0.110000,2.142600,1.105000,4.084900,0.390800,0.281600,15,25,1.988300,2,4.864900,3,100,0,0,0,0.393600,0.239700,418,1556632.854000,46,0.002400,1.185600,2.349500,24,28,24
LA20C_I022K01N06_vtd_assignments.csv,0.275100,0.349300,0,0.332600,0.223300,0.281600,-0.040000,-0.007200,-0.006300,,-0.013600,-0.014300,0.000800,,1,1.135500,0.110000,2.142500,1.135500,4.044700,0.390800,0.281600,17,25,2.029600,2,4.875900,3,100,0,0,0,0.393700,0.232800,411,1556684.165400,45,0.002400,1.183300,2.341800,24,28,25
LA20C_I023K01N06_vtd_assignments.csv,0.259300,0.444100,0,0.316800,0.207500,0.281600,-0.019100,-0.003000,-0.019700,,-0.006700,-0.006600,-0.000100,,1,1.107300,0.109100,1.870000,1.107300,3.900000,0.390800,0.281600,25,25,1.764100,2,5.086500,3,94,0,0,0,0.384000,0.222700,370,1430654.160300,42,0.001100,1.138800,2.112200,23,24,32
LA20C_I024K01N06_vtd_assignments.csv,0.277700,0.333700,0,0.335200,0.225900,0.281600,-0.041900,-0.007500,-0.005200,,-0.013100,-0.013800,0.000700,,1,1.114600,0.109900,2.131700,1.114600,4.068600,0.390800,0.281600,16,25,1.886700,2,4.864000,3,97,0,0,0,0.410400,0.229500,439,1555223.047100,48,0.002800,1.193600,2.392400,24,28,24
LA20C_I025K01N06_vtd_assignments.csv,0.255900,0.464400,0,0.313400,0.204200,0.281600,-0.016100,-0.002500,-0.021500,,-0.005400,-0.005300,-0.000100,,1,1.105200,0.109100,1.840000,1.105200,3.869100,0.390800,0.281600,27,25,1.763300,2,5.096100,3,94,0,0,0,0.385800,0.219500,367,1430775.976200,42,0.001800,1.136200,2.066500,22,23,32
LA20C_I026K01N06_vtd_assignments.csv,0.265500,0.407300,0,0.322900,0.213700,0.281600,-0.022800,-0.003600,-0.016700,,-0.005900,-0.005800,-0.000100,,1,1.091500,0.109100,1.883100,1.091500,3.956300,0.390800,0.281600,22,24,1.733000,2,5.101400,3,94,0,0,0,0.387000,0.221900,375,1430222.534600,42,0.001300,1.136200,2.069100,22,22,32
LA20C_I027K01N06_vtd_assignments.csv,0.263600,0.418400,0,0.321000,0.211800,0.281600,-0.031100,-0.005400,-0.012300,,-0.012600,-0.013500,0.000800,,1,1.166300,0.110100,2.064400,1.166300,3.939300,0.390800,0.281600,23,26,2.101700,2,4.898900,3,100,0,0,0,0.392500,0.225000,411,1557210.686900,44,0.004000,1.176900,2.264900,22,26,26
LA20C_I028K01N06_vtd_assignments.csv,0.288800,0.267100,0,0.346300,0.237000,0.281600,-0.038400,-0.006200,-0.005200,,-0.006700,-0.006600,-0.000100,,2,0.936900,0.109100,1.851900,0.936900,4.170100,0.390800,0.281600,10,21,1.561300,2,5.121000,3,89,0,0,0,0.369500,0.214400,390,1436205.548800,38,0.001800,1.154200,2.173000,23,25,30
LA20C_I029K01N06_vtd_assignments.csv,0.288800,0.267100,0,0.346300,0.237000,0.281600,-0.038400,-0.006200,-0.005200,,-0.006700,-0.006600,-0.000100,,2,0.936900,0.109100,1.851900,0.936900,4.170100,0.390800,0.281600,10,21,1.561300,2,5.121000,3,89,0,0,0,0.369500,0.214400,390,1436205.548800,38,0.001800,1.154200,2.173000,23,25,30
LA20C_I030K01N06_vtd_assignments.csv,0.272900,0.362600,0,0.330300,0.221100,0.281600,-0.027900,-0.004400,-0.013100,,-0.005100,-0.005000,-0.000100,,1,1.063200,0.109100,1.897300,1.063200,4.024400,0.390800,0.281600,18,24,1.705200,2,5.114700,3,92,0,0,0,0.378600,0.216600,389,1432403.720500,40,0.000900,1.143400,2.116300,23,23,31
LA20C_I031K01N06_vtd_assignments.csv,0.255900,0.464300,0,0.313400,0.204200,0.281600,-0.016300,-0.002500,-0.021500,,-0.005400,-0.005300,-0.000100,,1,1.105100,0.109100,1.839800,1.105100,3.869200,0.390800,0.281600,27,25,1.764900,2,5.095500,3,94,0,0,0,0.388000,0.224900,366,1431004.827900,43,0.001000,1.138600,2.112800,23,24,32
LA20C_I032K01N06_vtd_assignments.csv,0.255900,0.464300,0,0.313400,0.204200,0.281600,-0.016300,-0.002500,-0.021500,,-0.005400,-0.005300,-0.000100,,1,1.105100,0.109100,1.839800,1.105100,3.869200,0.390800,0.281600,27,25,1.764900,2,5.095500,3,94,0,0,0,0.388000,0.224900,366,1431004.827900,43,0.001000,1.138600,2.112800,23,24,32
LA20C_I033K01N06_vtd_assignments.csv,0.185300,0.888100,1,0.242800,0.133500,0.114900,0.033300,0.005700,-0.050400,,0.010100,0.009400,0.000700,,1,0.652000,0.123800,1.175600,0.652000,3.222600,0.390800,0.119400,62,14,2.008200,2,4.786500,3,100,0,0,0,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I034K01N06_vtd_assignments.csv,0.185300,0.888100,1,0.242800,0.133500,0.114900,0.033300,0.005700,-0.050400,,0.010100,0.009400,0.000700,,1,0.652000,0.123800,1.175600,0.652000,3.222600,0.390800,0.119400,62,14,2.008200,2,4.786500,3,100,0,0,0,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I035K01N06_vtd_assignments.csv,0.255900,0.464300,0,0.313400,0.204200,0.281600,-0.016300,-0.002500,-0.021500,,-0.005400,-0.005300,-0.000100,,1,1.105100,0.109100,1.839800,1.105100,3.869200,0.390800,0.281600,27,25,1.764900,2,5.095500,3,94,0,0,0,0.388000,0.224900,366,1431004.827900,43,0.001000,1.138600,2.112800,23,24,32
LA20C_I036K01N06_vtd_assignments.csv,0.288800,0.267100,0,0.346300,0.237000,0.281600,-0.038300,-0.006200,-0.005200,,-0.006700,-0.006600,-0.000100,,2,0.936900,0.109100,1.851800,0.936900,4.170100,0.390800,0.281600,10,21,1.560800,2,5.121600,3,89,0,0,0,0.370200,0.210000,392,1436157.599900,38,0.001700,1.151900,2.126700,22,24,30
LA20C_I037K01N06_vtd_assignments.csv,0.262800,0.423500,0,0.320200,0.211000,0.281600,-0.029800,-0.005100,-0.012800,,-0.012300,-0.013200,0.000900,,1,1.166600,0.110100,2.055700,1.166600,3.931500,0.390800,0.281600,23,26,2.091700,2,4.901000,3,100,0,0,0,0.395100,0.231400,403,1557036.076600,46,0.002200,1.172800,2.212300,21,25,26
LA20C_I038K01N06_vtd_assignments.csv,0.262800,0.423500,0,0.320200,0.211000,0.281600,-0.029800,-0.005100,-0.012800,,-0.012300,-0.013200,0.000900,,1,1.166600,0.110100,2.055700,1.166600,3.931500,0.390800,0.281600,23,26,2.091700,2,4.901000,3,100,0,0,0,0.395100,0.231400,403,1557036.076600,46,0.002200,1.172800,2.212300,21,25,26
LA20C_I039K01N06_vtd_assignments.csv,0.262800,0.423500,0,0.320200,0.211000,0.281600,-0.029800,-0.005100,-0.012800,,-0.012300,-0.013200,0.000900,,1,1.166600,0.110100,2.055700,1.166600,3.931500,0.390800,0.281600,23,26,2.091700,2,4.901000,3,100,0,0,0,0.395100,0.231400,403,1557036.076600,46,0.002200,1.172800,2.212300,21,25,26
LA20C_I040K01N06_vtd_assignments.csv,0.264000,0.416000,0,0.321400,0.212200,0.281600,-0.022300,-0.003600,-0.017400,,-0.006400,-0.006200,-0.000100,,1,1.102100,0.109100,1.895800,1.102100,3.943000,0.390800,0.281600,23,24,1.742100,2,5.090100,3,94,0,0,0,0.387500,0.224600,374,1430809.150000,43,0.002300,1.136700,2.069800,22,22,32
LA20C_I041K01N06_vtd_assignments.csv,0.274100,0.355200,0,0.331600,0.222400,0.281600,-0.039400,-0.007100,-0.006800,,-0.013600,-0.014300,0.000800,,1,1.145800,0.110000,2.152200,1.145800,4.035700,0.390800,0.281600,18,25,2.032200,2,4.871200,3,100,0,0,0,0.393700,0.231300,412,1556687.004100,45,0.002600,1.183700,2.341900,24,28,25
LA20C_I042K01N06_vtd_assignments.csv,0.256800,0.459200,0,0.314200,0.205000,0.281600,0.018000,0.003000,-0.030200,,0.001900,0.002600,-0.000700,,1,1.138500,0.108600,1.922500,1.138500,3.877000,0.390800,0.281600,26,25,1.476500,2,5.344000,3,87,0,0,0,0.423200,0.250600,364,1848217.847900,54,0.001600,1.161100,2.035200,19,22,28
LA20C_I043K01N06_vtd_assignments.csv,0.270600,0.376400,0,0.328000,0.218800,0.281600,-0.038900,-0.006700,-0.008200,,-0.013600,-0.014400,0.000700,,1,1.133700,0.110000,2.070700,1.133700,4.003300,0.390800,0.281600,19,25,2.086600,2,4.899000,3,100,0,0,0,0.381400,0.222100,406,1557557.627700,42,0.004800,1.184800,2.347500,24,28,25
LA20C_I044K01N06_vtd_assignments.csv,0.288800,0.267100,0,0.346300,0.237000,0.281600,-0.038400,-0.006200,-0.005200,,-0.006700,-0.006600,-0.000100,,2,0.936900,0.109100,1.851900,0.936900,4.170100,0.390800,0.281600,10,21,1.561300,2,5.121000,3,89,0,0,0,0.369500,0.214400,390,1436205.548800,38,0.001800,1.154200,2.173000,23,25,30
LA20C_I045K01N06_vtd_assignments.csv,0.185300,0.888100,1,0.242800,0.133500,0.114900,0.033300,0.005700,-0.050400,,0.010100,0.009400,0.000700,,1,0.652000,0.123800,1.175600,0.652000,3.222600,0.390800,0.119400,62,14,2.008200,2,4.786500,3,100,0,0,0,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I046K01N06_vtd_assignments.csv,0.185300,0.888100,1,0.242800,0.133500,0.114900,0.033300,0.005700,-0.050400,,0.010100,0.009400,0.000700,,1,0.652000,0.123800,1.175600,0.652000,3.222600,0.390800,0.119400,62,14,2.008200,2,4.786500,3,100,0,0,0,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
LA20C_I047K01N06_vtd_assignments.csv,0.185300,0.888100,1,0.242800,0.133500,0.114900,0.033300,0.005700,-0.050400,,0.010100,0.009400,0.000700,,1,0.652000,0.123800,1.175600,0.652000,3.222600,0.390800,0.119400,62,14,2.008200,2,4.786500,3,100,0,0,0,0.463400,0.269000,386,1558369.377300,64,0.001900,1.202200,2.360800,23,27,22
